Product ID,Positive,Negative,Neutral
B000H1VBNC,100.00%,0.00%,0.00%
B000UJW0W2,26.32%,57.89%,15.79%
B004EI0ZMC,100.00%,0.00%,0.00%
B000QWBUR4,100.00%,0.00%,0.00%
B004JMDT6W,0.00%,100.00%,0.00%
B001THQ7YQ,33.33%,66.67%,0.00%
B001ELL6ZC,100.00%,0.00%,0.00%
B00009OLE2,50.00%,50.00%,0.00%
B000Y2LYCC,50.00%,50.00%,0.00%
B004P8JNFQ,100.00%,0.00%,0.00%
B0045Z6K50,83.33%,11.59%,5.07%
B005CUK206,100.00%,0.00%,0.00%
B000UVZ3ZG,100.00%,0.00%,0.00%
B000CMIYWM,89.47%,10.53%,0.00%
B0000GH6UQ,80.95%,14.29%,4.76%
B008ZL3XS2,100.00%,0.00%,0.00%
B002U5C0YW,100.00%,0.00%,0.00%
B003KSO2UI,100.00%,0.00%,0.00%
B000U9YQ56,75.00%,25.00%,0.00%
B003OPCNK8,100.00%,0.00%,0.00%
B000CMIYWC,88.46%,7.69%,3.85%
B001OVSRW2,100.00%,0.00%,0.00%
B000IHXML4,57.14%,42.86%,0.00%
B003QWN6B4,83.33%,8.33%,8.33%
B004A9GIGM,50.00%,50.00%,0.00%
B000J3AXC8,100.00%,0.00%,0.00%
B004OSALA8,100.00%,0.00%,0.00%
B0083F5GWQ,100.00%,0.00%,0.00%
B002FK0ARQ,100.00%,0.00%,0.00%
B001EPPGXG,100.00%,0.00%,0.00%
B000PHHW22,100.00%,0.00%,0.00%
B00009OLEW,100.00%,0.00%,0.00%
B002VAU9DU,0.00%,100.00%,0.00%
B002Z04RNY,85.71%,14.29%,0.00%
B00168ADUC,100.00%,0.00%,0.00%
B003I5SJHK,100.00%,0.00%,0.00%
B00390BRVE,80.00%,20.00%,0.00%
B000HTU1U8,100.00%,0.00%,0.00%
B002VAUBII,66.67%,33.33%,0.00%
B001JK27ME,66.67%,0.00%,33.33%
B0005YL20I,100.00%,0.00%,0.00%
B000R32F6M,88.89%,0.00%,11.11%
B0010AR1E2,100.00%,0.00%,0.00%
B0051OQ23E,25.00%,50.00%,25.00%
B003YBJ9JA,80.00%,20.00%,0.00%
B002EZEOYW,100.00%,0.00%,0.00%
B005P0NI4K,100.00%,0.00%,0.00%
B000RJRFNO,100.00%,0.00%,0.00%
B000UW0RF6,100.00%,0.00%,0.00%
B00016269G,100.00%,0.00%,0.00%
B000LKTSZ2,50.00%,25.00%,25.00%
B0043GVDI0,100.00%,0.00%,0.00%
B000Z978SS,60.00%,22.86%,17.14%
B001ESKSJ0,100.00%,0.00%,0.00%
B001EQ4LAE,100.00%,0.00%,0.00%
B000EVMNO6,88.89%,8.33%,2.78%
B000LRIGJE,100.00%,0.00%,0.00%
B005S4NG5E,100.00%,0.00%,0.00%
B004OKXSXI,100.00%,0.00%,0.00%
B0052W6YZ6,66.67%,0.00%,33.33%
B000EA3PEY,100.00%,0.00%,0.00%
B000NMCJ86,0.00%,100.00%,0.00%
B002U33K5W,100.00%,0.00%,0.00%
B000HVT5VM,100.00%,0.00%,0.00%
B0001FQVCA,91.30%,4.35%,4.35%
B0086B4WUO,100.00%,0.00%,0.00%
B004CHAAGG,100.00%,0.00%,0.00%
B004L5EVSC,100.00%,0.00%,0.00%
B0019S9XL4,100.00%,0.00%,0.00%
B002Y2QSY4,50.00%,50.00%,0.00%
B001EQ5PRW,33.33%,66.67%,0.00%
B001BMDEZY,66.67%,33.33%,0.00%
B001SB60UO,100.00%,0.00%,0.00%
B001EO653M,80.00%,16.00%,4.00%
B008ZRKZSM,86.77%,5.81%,7.42%
B001VNP4A6,85.71%,14.29%,0.00%
B003O5QMPK,100.00%,0.00%,0.00%
B000MMAZD8,50.00%,0.00%,50.00%
B006O2IDUM,100.00%,0.00%,0.00%
B001EO61PY,100.00%,0.00%,0.00%
B006Q7WYWS,100.00%,0.00%,0.00%
B0001KZ8I8,100.00%,0.00%,0.00%
B0008D6US0,100.00%,0.00%,0.00%
B00126IBFC,100.00%,0.00%,0.00%
B001EX0NWM,100.00%,0.00%,0.00%
B005WG1VRI,100.00%,0.00%,0.00%
B003IF92AS,100.00%,0.00%,0.00%
B00473HLUS,0.00%,100.00%,0.00%
B000SATIGO,61.11%,25.00%,13.89%
B0046HDP3C,0.00%,100.00%,0.00%
B0078PEU2Y,100.00%,0.00%,0.00%
B002HG5BNQ,100.00%,0.00%,0.00%
B002FJYHS0,100.00%,0.00%,0.00%
B007TU219W,100.00%,0.00%,0.00%
B000EZOOZS,75.00%,25.00%,0.00%
B001TM3XKW,100.00%,0.00%,0.00%
B006Z6FATY,100.00%,0.00%,0.00%
B0045DS4O2,100.00%,0.00%,0.00%
B001I7PNKQ,100.00%,0.00%,0.00%
B002X1831C,100.00%,0.00%,0.00%
B002C1Y4QQ,100.00%,0.00%,0.00%
B003LVWFRQ,100.00%,0.00%,0.00%
B0053T1688,85.71%,0.00%,14.29%
B004BKVQF8,76.47%,17.65%,5.88%
B002HFQS2K,100.00%,0.00%,0.00%
B001M09BQQ,90.00%,10.00%,0.00%
B000CMF1A0,91.30%,4.35%,4.35%
B001XVW3DC,92.31%,0.00%,7.69%
B001717UH2,0.00%,0.00%,100.00%
B000NVD9DG,100.00%,0.00%,0.00%
B0047CNMMU,71.43%,28.57%,0.00%
B0002ITQB4,50.00%,0.00%,50.00%
B001FA1G6G,75.00%,25.00%,0.00%
B004IJR8WM,50.00%,50.00%,0.00%
B000QYH0FI,0.00%,50.00%,50.00%
B001M051UQ,50.00%,50.00%,0.00%
B000MDY7QS,100.00%,0.00%,0.00%
B001IZICAG,100.00%,0.00%,0.00%
B007O0KABS,100.00%,0.00%,0.00%
B0019JRIN8,0.00%,100.00%,0.00%
B000BZ6LXO,30.56%,66.67%,2.78%
B001H32FVG,0.00%,100.00%,0.00%
B000XZ9WGK,100.00%,0.00%,0.00%
B002ZVIP9K,100.00%,0.00%,0.00%
B000LKTSZM,50.00%,25.00%,25.00%
B001ATOOQG,50.00%,0.00%,50.00%
B00469TPUM,100.00%,0.00%,0.00%
B001FA1DYG,100.00%,0.00%,0.00%
B000WFRNV2,50.00%,0.00%,50.00%
B001C2CM60,33.33%,33.33%,33.33%
B000UZVQD0,0.00%,100.00%,0.00%
B0044A8ZW2,66.67%,33.33%,0.00%
B0015DJ4T4,100.00%,0.00%,0.00%
B001SB8J0S,100.00%,0.00%,0.00%
B000MXEN7Q,57.14%,38.10%,4.76%
B002OFTFVY,66.67%,33.33%,0.00%
B003AK1IPI,100.00%,0.00%,0.00%
B001S3LWQO,50.00%,50.00%,0.00%
B00125CUPU,100.00%,0.00%,0.00%
B003ANJ9SI,81.25%,12.50%,6.25%
B0044R36OW,100.00%,0.00%,0.00%
B001G94OKG,100.00%,0.00%,0.00%
B002UL6M0E,80.00%,20.00%,0.00%
B004V9I742,0.00%,100.00%,0.00%
B005761LU0,100.00%,0.00%,0.00%
B0016B1WSG,66.67%,0.00%,33.33%
B00545GNMU,80.00%,20.00%,0.00%
B001E5E1S2,100.00%,0.00%,0.00%
B0084R5VKA,50.00%,0.00%,50.00%
B001O8MPDW,100.00%,0.00%,0.00%
B000F4H5F4,83.33%,5.56%,11.11%
B0059L7SFU,0.00%,100.00%,0.00%
B0040WHISG,50.00%,50.00%,0.00%
B00008JOL0,92.86%,5.10%,2.04%
B004HWXIAG,100.00%,0.00%,0.00%
B000JSQDT0,100.00%,0.00%,0.00%
B000FFRU3U,76.67%,16.67%,6.67%
B000JTWBGI,100.00%,0.00%,0.00%
B001534R00,80.00%,16.67%,3.33%
B003JOEJBU,100.00%,0.00%,0.00%
B00086IF5I,100.00%,0.00%,0.00%
B001PO7FIU,80.00%,9.09%,10.91%
B006LGW672,75.00%,25.00%,0.00%
B0079KWXKY,0.00%,50.00%,50.00%
B0007ZPY2C,54.55%,18.18%,27.27%
B004BPD1JW,0.00%,100.00%,0.00%
B000NY4SZG,100.00%,0.00%,0.00%
B000F4H5FY,96.77%,0.00%,3.23%
B0078DPT3K,50.00%,0.00%,50.00%
B003FSPWXY,66.67%,33.33%,0.00%
B000NMG8VA,100.00%,0.00%,0.00%
B0046JPIWQ,100.00%,0.00%,0.00%
B003SC0Q4C,53.33%,40.00%,6.67%
B000F4H5FE,96.15%,3.85%,0.00%
B000OQ2DJ6,100.00%,0.00%,0.00%
B000W4DM86,100.00%,0.00%,0.00%
B001AG9ZXG,50.00%,0.00%,50.00%
B002WQ4EE8,100.00%,0.00%,0.00%
B002UNFJI8,90.00%,10.00%,0.00%
B001H1GUVO,44.44%,44.44%,11.11%
B000F4H5FO,91.43%,8.57%,0.00%
B0040PYMDC,100.00%,0.00%,0.00%
B003R0LM48,100.00%,0.00%,0.00%
B004BKP68Q,100.00%,0.00%,0.00%
B00375LB6C,80.00%,6.67%,13.33%
B000F0FVJU,50.00%,50.00%,0.00%
B001EQ5FV8,66.67%,16.67%,16.67%
B00375LB6M,80.00%,6.67%,13.33%
B000MS3W0A,100.00%,0.00%,0.00%
B0000D94PU,100.00%,0.00%,0.00%
B002YH5JJ4,33.33%,66.67%,0.00%
B001FA1EZ4,100.00%,0.00%,0.00%
B0061SGNAG,100.00%,0.00%,0.00%
B00375LB6W,80.00%,6.67%,13.33%
B006H5GBHS,100.00%,0.00%,0.00%
B004QQ35K6,0.00%,100.00%,0.00%
B006O1SX3A,0.00%,100.00%,0.00%
B006TWXR7G,100.00%,0.00%,0.00%
B003SBRUC4,57.14%,28.57%,14.29%
B000LQNK96,80.00%,20.00%,0.00%
B002CX50DU,100.00%,0.00%,0.00%
B003WT71MG,100.00%,0.00%,0.00%
B000LDSGXE,100.00%,0.00%,0.00%
B0001LVX4K,100.00%,0.00%,0.00%
B0074N1JTC,100.00%,0.00%,0.00%
B007BA478S,66.67%,0.00%,33.33%
B001RVE7WI,50.00%,25.00%,25.00%
B005001YP0,100.00%,0.00%,0.00%
B0001LVX4A,0.00%,0.00%,100.00%
B002YR7B90,60.00%,40.00%,0.00%
B004YPQVA0,100.00%,0.00%,0.00%
B0007WV9F6,100.00%,0.00%,0.00%
B0026NUEGE,100.00%,0.00%,0.00%
B000I6PXGM,50.00%,50.00%,0.00%
B001E5E20O,89.36%,2.13%,8.51%
B0001LVX4U,100.00%,0.00%,0.00%
B001H0FHXW,67.65%,11.76%,20.59%
B001FVQRNC,0.00%,50.00%,50.00%
B003GTQK38,100.00%,0.00%,0.00%
B001E1CN22,100.00%,0.00%,0.00%
B0029JVP4U,100.00%,0.00%,0.00%
B0040PX5HQ,80.00%,13.33%,6.67%
B0017TI73K,0.00%,100.00%,0.00%
B0030MZCN0,100.00%,0.00%,0.00%
B001O832J8,75.00%,25.00%,0.00%
B002ACU9XY,88.89%,11.11%,0.00%
B0012272JC,0.00%,100.00%,0.00%
B000VKA7T8,100.00%,0.00%,0.00%
B003TRDY7C,100.00%,0.00%,0.00%
B006WG0H90,100.00%,0.00%,0.00%
B001GFIR2Q,100.00%,0.00%,0.00%
B0040WG120,33.33%,33.33%,33.33%
B00028LG3A,100.00%,0.00%,0.00%
B006XB7LBG,100.00%,0.00%,0.00%
B004765VR0,100.00%,0.00%,0.00%
B004YG7GDU,66.67%,0.00%,33.33%
B0006348DQ,100.00%,0.00%,0.00%
B007J6J8J2,100.00%,0.00%,0.00%
B0013OSJMI,83.33%,0.00%,16.67%
B007GP0RZU,100.00%,0.00%,0.00%
B003ZNRDPE,70.00%,30.00%,0.00%
B001POGTP0,100.00%,0.00%,0.00%
B003LPQE8I,100.00%,0.00%,0.00%
B001EO5YB6,80.00%,20.00%,0.00%
B0036THN2A,80.00%,0.00%,20.00%
B0062Y123C,0.00%,100.00%,0.00%
B002GP405S,100.00%,0.00%,0.00%
B0000DD8O9,0.00%,100.00%,0.00%
B000VN5WXQ,100.00%,0.00%,0.00%
B0000D89R5,100.00%,0.00%,0.00%
B005AMGM9G,100.00%,0.00%,0.00%
B000GZYAT6,91.67%,8.33%,0.00%
B000LRH5WS,0.00%,100.00%,0.00%
B000Y8Y5F4,95.24%,4.76%,0.00%
B006ZCUUTI,100.00%,0.00%,0.00%
B0015A034M,57.14%,14.29%,28.57%
B000UASLUQ,0.00%,100.00%,0.00%
B000QSN260,50.00%,50.00%,0.00%
B001D4YXRS,100.00%,0.00%,0.00%
B0037X4QDO,100.00%,0.00%,0.00%
B000328YSA,100.00%,0.00%,0.00%
B001YZV1XA,100.00%,0.00%,0.00%
B000BXX20G,75.00%,12.50%,12.50%
B000F50WMG,77.78%,22.22%,0.00%
B008FCAT1A,100.00%,0.00%,0.00%
B003AVR176,0.00%,100.00%,0.00%
B006H33PZ6,0.00%,100.00%,0.00%
B000NXJM1C,100.00%,0.00%,0.00%
B003LRVB02,100.00%,0.00%,0.00%
B001EO5PWO,100.00%,0.00%,0.00%
B000PCC3KI,100.00%,0.00%,0.00%
B001EO6EWE,100.00%,0.00%,0.00%
B0016BFR4G,100.00%,0.00%,0.00%
B00356BMYE,100.00%,0.00%,0.00%
B001397X3O,46.15%,46.15%,7.69%
B0049KKR6Y,100.00%,0.00%,0.00%
B0015DMMP2,66.67%,33.33%,0.00%
B001HTI3UW,100.00%,0.00%,0.00%
B000M9IUXS,0.00%,100.00%,0.00%
B0014ZMY7W,0.00%,0.00%,100.00%
B001EO5QO6,100.00%,0.00%,0.00%
B00113JRLS,100.00%,0.00%,0.00%
B000E3VANE,100.00%,0.00%,0.00%
B00507FBVQ,100.00%,0.00%,0.00%
B0064KRW7O,100.00%,0.00%,0.00%
B000084ETV,67.69%,30.00%,2.31%
B001BBTD32,85.71%,14.29%,0.00%
B0030VBRIU,53.50%,35.03%,11.46%
B00305AA0M,100.00%,0.00%,0.00%
B000E3VANO,75.00%,0.00%,25.00%
B003EZ1R46,100.00%,0.00%,0.00%
B007Y8LRKS,100.00%,0.00%,0.00%
B00390T5JA,73.47%,18.37%,8.16%
B000H27I4C,100.00%,0.00%,0.00%
B0042GUIV4,77.78%,22.22%,0.00%
B000NPZUBG,80.00%,10.00%,10.00%
B0013M1DC8,100.00%,0.00%,0.00%
B001IZA22W,100.00%,0.00%,0.00%
B001682UJO,50.00%,0.00%,50.00%
B008FVVDG6,0.00%,50.00%,50.00%
B005NDY0XC,50.00%,0.00%,50.00%
B003752LCU,100.00%,0.00%,0.00%
B001G0NKVO,76.92%,7.69%,15.38%
B007AIUD2K,0.00%,100.00%,0.00%
B002C50X1M,76.74%,11.63%,11.63%
B000AXSG0S,50.00%,50.00%,0.00%
B0002PCESY,100.00%,0.00%,0.00%
B000RHXI1E,100.00%,0.00%,0.00%
B0000GL1OS,100.00%,0.00%,0.00%
B000Z7KR6A,100.00%,0.00%,0.00%
B001LDAE4C,73.33%,20.00%,6.67%
B004U49R2Y,100.00%,0.00%,0.00%
B002GWHC8I,85.71%,14.29%,0.00%
B008749N8Q,0.00%,100.00%,0.00%
B000B8FZOW,100.00%,0.00%,0.00%
B000NY8OLU,100.00%,0.00%,0.00%
B001T4WKJ0,66.67%,33.33%,0.00%
B0001GDE1K,33.33%,33.33%,33.33%
B002U906CQ,100.00%,0.00%,0.00%
B0029JZ5LE,100.00%,0.00%,0.00%
B000VBSJFQ,100.00%,0.00%,0.00%
B004U49R2O,100.00%,0.00%,0.00%
B003F8UAO0,100.00%,0.00%,0.00%
B005TUK93O,100.00%,0.00%,0.00%
B003NTP1JU,100.00%,0.00%,0.00%
B004U49R24,33.33%,66.67%,0.00%
B000CMFVY6,42.86%,57.14%,0.00%
B0011BPDHC,100.00%,0.00%,0.00%
B0049W6ACW,0.00%,100.00%,0.00%
B002GUM582,80.00%,20.00%,0.00%
B005GWYMME,100.00%,0.00%,0.00%
B004D3WA58,100.00%,0.00%,0.00%
B003O7AD9E,0.00%,100.00%,0.00%
B000GARX3G,100.00%,0.00%,0.00%
B001KUUNX8,100.00%,0.00%,0.00%
B000VYP4EM,100.00%,0.00%,0.00%
B0001GDE10,100.00%,0.00%,0.00%
B001HTP1FW,100.00%,0.00%,0.00%
B0001JXBFG,100.00%,0.00%,0.00%
B0019QG5CG,58.62%,31.03%,10.34%
B000F42ECI,75.00%,16.67%,8.33%
B000VYP4EW,87.50%,12.50%,0.00%
B005GMFFPW,0.00%,100.00%,0.00%
B000QFPY8C,75.00%,12.50%,12.50%
B00445YALW,0.00%,100.00%,0.00%
B004H4N4VM,100.00%,0.00%,0.00%
B000HM503S,60.00%,20.00%,20.00%
B000SSNLBO,100.00%,0.00%,0.00%
B000RHUXGC,100.00%,0.00%,0.00%
B002HGQ0YK,66.67%,33.33%,0.00%
B0005ZU8UW,100.00%,0.00%,0.00%
B00016AU12,100.00%,0.00%,0.00%
B002ARALLO,50.00%,0.00%,50.00%
B001EO5QOG,83.33%,0.00%,16.67%
B005KEYYGW,75.00%,0.00%,25.00%
B0037LIYUW,100.00%,0.00%,0.00%
B001BDDTB2,76.02%,7.72%,16.26%
B007FRDHCY,100.00%,0.00%,0.00%
B0035RNJCG,0.00%,100.00%,0.00%
B004X8TFZ6,0.00%,0.00%,100.00%
B000FSX572,0.00%,100.00%,0.00%
B00437H0OA,100.00%,0.00%,0.00%
B003PFUNU4,78.87%,8.45%,12.68%
B000PEPKFQ,75.00%,0.00%,25.00%
B001PJQW70,100.00%,0.00%,0.00%
B004BCT2PW,60.00%,20.00%,20.00%
B001SAYE5I,100.00%,0.00%,0.00%
B003V1FMO4,100.00%,0.00%,0.00%
B003AF2UAK,20.00%,80.00%,0.00%
B000RDGI74,0.00%,100.00%,0.00%
B000TVBWJS,50.00%,0.00%,50.00%
B004U8Z436,53.85%,38.46%,7.69%
B00557THMU,100.00%,0.00%,0.00%
B001PB1C3C,50.00%,25.00%,25.00%
B004K6B09U,50.00%,0.00%,50.00%
B008EMZJMU,100.00%,0.00%,0.00%
B0018CJYPG,89.19%,8.11%,2.70%
B000RYU5B8,100.00%,0.00%,0.00%
B00066CRRM,100.00%,0.00%,0.00%
B00126AO48,100.00%,0.00%,0.00%
B004TDU1QC,100.00%,0.00%,0.00%
B005V2MNAM,100.00%,0.00%,0.00%
B000MP84MO,77.78%,22.22%,0.00%
B0009ORSRK,100.00%,0.00%,0.00%
B000AXSG0I,100.00%,0.00%,0.00%
B0055UBXVU,100.00%,0.00%,0.00%
B0016BWB1I,50.00%,50.00%,0.00%
B008CNYYKY,100.00%,0.00%,0.00%
B0092VQCM8,100.00%,0.00%,0.00%
B002FKESSI,100.00%,0.00%,0.00%
B003ZNXCKE,54.55%,27.27%,18.18%
B0001IVR8A,70.27%,27.03%,2.70%
B0062MAJPG,83.33%,16.67%,0.00%
B00542YY8I,100.00%,0.00%,0.00%
B002LN3A7E,100.00%,0.00%,0.00%
B004Z4PKP2,100.00%,0.00%,0.00%
B0016L3X6A,0.00%,100.00%,0.00%
B000MC1BXG,100.00%,0.00%,0.00%
B000SDMFC0,67.39%,13.04%,19.57%
B001GVIRD4,88.89%,5.56%,5.56%
B003954KUY,50.00%,50.00%,0.00%
B003H7KTKY,100.00%,0.00%,0.00%
B0045DL1H4,100.00%,0.00%,0.00%
B004TEXKPU,50.00%,50.00%,0.00%
B0015XN8L4,0.00%,100.00%,0.00%
B0032GFS5Q,50.00%,50.00%,0.00%
B004IN2PS0,100.00%,0.00%,0.00%
B000G6STC4,100.00%,0.00%,0.00%
B001EPPYME,16.67%,50.00%,33.33%
B005OKG0C8,100.00%,0.00%,0.00%
B0010OOLFU,0.00%,100.00%,0.00%
B000BHCGHW,0.00%,100.00%,0.00%
B001CZLNCQ,100.00%,0.00%,0.00%
B0052U2I3A,0.00%,100.00%,0.00%
B002EDF82G,100.00%,0.00%,0.00%
B002GWH5OY,66.67%,33.33%,0.00%
B005LKRCSM,0.00%,100.00%,0.00%
B007P2PE8E,100.00%,0.00%,0.00%
B003TOWUCU,100.00%,0.00%,0.00%
B001M22T54,100.00%,0.00%,0.00%
B002KGEO8G,100.00%,0.00%,0.00%
B001EPPCFS,73.13%,11.94%,14.93%
B001V6XW2U,66.67%,33.33%,0.00%
B0052BRX02,100.00%,0.00%,0.00%
B004VW3LF4,100.00%,0.00%,0.00%
B001M23WG4,75.00%,25.00%,0.00%
B001L1MKLY,100.00%,0.00%,0.00%
B007ZI1ZRC,85.71%,0.00%,14.29%
B003JH91RE,75.00%,25.00%,0.00%
B000FAMURQ,83.33%,16.67%,0.00%
B004X8TFZG,0.00%,100.00%,0.00%
B003V8Y5F4,93.75%,0.00%,6.25%
B00472I7X4,100.00%,0.00%,0.00%
B000E682LY,100.00%,0.00%,0.00%
B0016HNJC2,100.00%,0.00%,0.00%
B002QWP89S,90.51%,6.17%,3.32%
B002BCD2GO,85.90%,6.41%,7.69%
B000UG3FD8,50.00%,16.67%,33.33%
B000FF3UU2,100.00%,0.00%,0.00%
B0025UCAO2,75.00%,0.00%,25.00%
B0029JHH4W,100.00%,0.00%,0.00%
B001YJ4W96,100.00%,0.00%,0.00%
B0009WJ7IA,50.00%,0.00%,50.00%
B005DVVB9K,58.33%,25.00%,16.67%
B007F1JT04,0.00%,100.00%,0.00%
B001SAVXMK,100.00%,0.00%,0.00%
B001EPQA5O,66.67%,0.00%,33.33%
B002MIAN9G,100.00%,0.00%,0.00%
B001DDH1W8,80.00%,0.00%,20.00%
B000NOEE0K,100.00%,0.00%,0.00%
B000MOQHCE,100.00%,0.00%,0.00%
B0030MXL24,0.00%,100.00%,0.00%
B001UOW8AU,100.00%,0.00%,0.00%
B000KV61FC,51.80%,30.04%,18.17%
B000MOQHCO,0.00%,0.00%,100.00%
B006VD0T60,100.00%,0.00%,0.00%
B0038AZ37Y,100.00%,0.00%,0.00%
B001E5DRP0,50.00%,50.00%,0.00%
B000KOWQ8A,100.00%,0.00%,0.00%
B00433YS80,50.00%,50.00%,0.00%
B001FKCNJ0,0.00%,50.00%,50.00%
B002CTMHXA,100.00%,0.00%,0.00%
B0041GHV8I,83.33%,16.67%,0.00%
B0052OMS2W,100.00%,0.00%,0.00%
B003BGK6Q8,57.14%,28.57%,14.29%
B000FJXOSG,100.00%,0.00%,0.00%
B002FTLXYG,100.00%,0.00%,0.00%
B0029JG4DM,66.67%,0.00%,33.33%
B000LKWUAM,100.00%,0.00%,0.00%
B0064YKG2I,100.00%,0.00%,0.00%
B0035MV1VC,80.00%,20.00%,0.00%
B0049D7JQW,100.00%,0.00%,0.00%
B000LRKNH2,100.00%,0.00%,0.00%
B000PDFRXC,60.00%,40.00%,0.00%
B002ZZEJP0,100.00%,0.00%,0.00%
B0050TRHMK,50.00%,50.00%,0.00%
B000KJ132U,100.00%,0.00%,0.00%
B0045JE6FC,100.00%,0.00%,0.00%
B001SATX2M,66.67%,0.00%,33.33%
B0014EW464,75.00%,25.00%,0.00%
B0056GL66U,100.00%,0.00%,0.00%
B002ANCHBU,100.00%,0.00%,0.00%
B0039CDZJO,50.00%,0.00%,50.00%
B000CSCP0I,80.00%,0.00%,20.00%
B001HTJ49G,83.33%,10.61%,6.06%
B0043470T8,100.00%,0.00%,0.00%
B0038AXDQM,100.00%,0.00%,0.00%
B004EJVWGY,66.67%,33.33%,0.00%
B0000TVV0E,100.00%,0.00%,0.00%
B003QVWGMU,100.00%,0.00%,0.00%
B004Q4DM0G,100.00%,0.00%,0.00%
B000JSLXIQ,66.67%,33.33%,0.00%
B002DHDJ74,100.00%,0.00%,0.00%
B001EO7E0K,20.00%,40.00%,40.00%
B000FF3UUW,100.00%,0.00%,0.00%
B0013A0NKS,52.38%,23.81%,23.81%
B0018MS4PW,100.00%,0.00%,0.00%
B001TT1UIW,100.00%,0.00%,0.00%
B004YRQ7BG,100.00%,0.00%,0.00%
B003ZXJEJC,100.00%,0.00%,0.00%
B00016AU3K,60.00%,33.33%,6.67%
B001GQJGMK,0.00%,100.00%,0.00%
B001EPPD84,100.00%,0.00%,0.00%
B0025UJVGM,100.00%,0.00%,0.00%
B00060OG8Q,50.00%,25.00%,25.00%
B001E6EEE2,87.50%,0.00%,12.50%
B001YJBO4M,75.00%,25.00%,0.00%
B000KIA2CS,100.00%,0.00%,0.00%
B00473BR76,50.00%,50.00%,0.00%
B004746V26,100.00%,0.00%,0.00%
B001SAXZC6,100.00%,0.00%,0.00%
B0046ID8A6,100.00%,0.00%,0.00%
B0015RRKUK,100.00%,0.00%,0.00%
B001F2K0T8,100.00%,0.00%,0.00%
B0001LO39C,100.00%,0.00%,0.00%
B003IMVB0K,100.00%,0.00%,0.00%
B004QQ6NV4,100.00%,0.00%,0.00%
B004CH7GLI,100.00%,0.00%,0.00%
B000WFELC6,0.00%,100.00%,0.00%
B002BCE9JS,74.07%,14.81%,11.11%
B000CQ25QE,73.53%,11.76%,14.71%
B005GXH2SY,100.00%,0.00%,0.00%
B00013EWNM,100.00%,0.00%,0.00%
B002CJAOTY,66.67%,33.33%,0.00%
B008Y5NATG,100.00%,0.00%,0.00%
B00170NWEI,70.83%,20.83%,8.33%
B0041CIOL0,16.67%,83.33%,0.00%
B000I6P3Y4,100.00%,0.00%,0.00%
B0013LWJ1S,88.46%,9.62%,1.92%
B000H2291O,66.67%,33.33%,0.00%
B006QQ2P3M,70.00%,20.00%,10.00%
B000QSOP5M,100.00%,0.00%,0.00%
B00469PV78,100.00%,0.00%,0.00%
B0044AZR9Q,100.00%,0.00%,0.00%
B004YV7LIK,87.50%,12.50%,0.00%
B00474IHT6,100.00%,0.00%,0.00%
B000LRKQ5G,100.00%,0.00%,0.00%
B003ZDWMGO,100.00%,0.00%,0.00%
B001GCVLVI,100.00%,0.00%,0.00%
B001HNXW2M,100.00%,0.00%,0.00%
B0029JZNDO,100.00%,0.00%,0.00%
B000WEOSKC,50.00%,50.00%,0.00%
B0017R538Y,100.00%,0.00%,0.00%
B00158UTDY,66.67%,0.00%,33.33%
B000E1HUXU,80.00%,0.00%,20.00%
B000LLIXPC,100.00%,0.00%,0.00%
B000QSOP5W,100.00%,0.00%,0.00%
B00513J3GS,42.86%,42.86%,14.29%
B000QNQZM8,66.67%,0.00%,33.33%
B001EO7LQC,83.33%,16.67%,0.00%
B0060C853G,100.00%,0.00%,0.00%
B005YT1WRC,100.00%,0.00%,0.00%
B002ARE9TY,50.00%,50.00%,0.00%
B001VIRC7E,50.00%,50.00%,0.00%
B000MJKGHQ,100.00%,0.00%,0.00%
B001EQ55JA,0.00%,100.00%,0.00%
B00800CDCA,100.00%,0.00%,0.00%
B004IU1NHW,100.00%,0.00%,0.00%
B004LL7GHO,63.64%,22.73%,13.64%
B0060ZIV8C,100.00%,0.00%,0.00%
B003SMYTCM,85.71%,14.29%,0.00%
B004LLBASK,100.00%,0.00%,0.00%
B00119QGYI,0.00%,0.00%,100.00%
B001KYQKK4,100.00%,0.00%,0.00%
B001UFZETQ,100.00%,0.00%,0.00%
B003WGQHQ0,33.33%,66.67%,0.00%
B001EO61AO,78.57%,14.29%,7.14%
B006ACAJW6,100.00%,0.00%,0.00%
B000RZAJL8,73.68%,26.32%,0.00%
B0012AL3VM,80.00%,0.00%,20.00%
B0000TLFFK,100.00%,0.00%,0.00%
B0044Z2W6M,66.67%,0.00%,33.33%
B001EO66NQ,40.00%,40.00%,20.00%
B000LCEX6O,100.00%,0.00%,0.00%
B001B3XOW6,50.00%,50.00%,0.00%
B000SARGKE,100.00%,0.00%,0.00%
B00063431S,80.00%,20.00%,0.00%
B004ZIER34,53.33%,21.21%,25.45%
B002LML5IQ,100.00%,0.00%,0.00%
B000HQKMI2,100.00%,0.00%,0.00%
B000EG1RF2,100.00%,0.00%,0.00%
B0036QHQ5C,70.59%,11.76%,17.65%
B000FFHT68,100.00%,0.00%,0.00%
B003SBPZB2,57.14%,42.86%,0.00%
B003ZW9SPS,100.00%,0.00%,0.00%
B0052UOQY4,100.00%,0.00%,0.00%
B001M2B8QK,100.00%,0.00%,0.00%
